line,datetime,minutes,p_psi,t_degC,dp_psi,p_kpa
2683,2018-05-11 03:26:10,26765,2313.5943,101.9634,-1.1704,15951.670495085102
2684,2018-05-11 03:26:20,26775,2313.6542,101.9505,0.0599,15952.0834910294
2685,2018-05-11 03:26:30,26785,2314.0882,101.9417,0.434,15955.075815567401
2686,2018-05-11 03:26:40,26795,2313.9246,101.9336,-0.1635,15953.9478333222
2687,2018-05-11 03:26:50,26805,2313.9565,101.9296,0.0319,15954.167776070499
2688,2018-05-11 03:27:00,26815,2313.9862,101.9328,0.0297,15954.372550353399
2689,2018-05-11 03:27:10,26825,2314.0187,101.9328,0.0325,15954.5966299559
2690,2018-05-11 03:27:20,26835,2313.886,101.936,-0.1327,15953.681695702
2691,2018-05-11 03:27:30,26845,2313.9151,101.9352,0.0291,15953.882333130701
2692,2018-05-11 03:27:40,26855,2313.8149,101.9384,-0.1002,15953.191478479299
2693,2018-05-11 03:27:50,26865,2314.0523,101.9409,0.2374,15954.828293791099
2694,2018-05-11 03:28:00,26875,2314.3878,101.9473,0.3354,15957.141484764601
2695,2018-05-11 03:28:10,26885,2315.1673,101.9473,0.7795,15962.515947846101
2696,2018-05-11 03:28:20,26895,2315.7883,101.9521,0.6211,15966.797591943101
2697,2018-05-11 03:28:30,26905,2316.4116,101.9497,0.6232,15971.0950939812
2698,2018-05-11 03:28:40,26915,2317.3669,101.9529,0.9554,15977.6816553433
2699,2018-05-11 03:28:50,26925,2317.9007,101.9602,0.5337,15981.362076629901
2700,2018-05-11 03:29:00,26935,2318.0603,101.9634,0.1596,15982.462479847101
2701,2018-05-11 03:29:10,26945,2318.2362,101.9666,0.1759,15983.6752676034
2702,2018-05-11 03:29:20,26955,2318.1124,101.9642,-0.1238,15982.8216966868
2703,2018-05-11 03:29:30,26965,2317.7098,101.965,-0.4026,15980.045867518602
2704,2018-05-11 03:29:40,26975,2317.3877,101.9618,-0.322,15977.825066288902
2705,2018-05-11 03:29:50,26985,2316.7728,101.9545,-0.6149,15973.585480209602
2706,2018-05-11 03:30:00,26995,2316.2207,101.9545,-0.5522,15969.7788848699
2707,2018-05-11 03:30:10,27005,2315.4109,101.9473,-0.8098,15964.1955106513
2708,2018-05-11 03:30:20,27015,2314.6728,101.9417,-0.7381,15959.1064905096
2709,2018-05-11 03:30:30,27025,2314.1134,101.936,-0.5594,15955.249563443802
2710,2018-05-11 03:30:40,27035,2313.6973,101.9336,-0.4161,15952.380655056098
2711,2018-05-11 03:30:50,27045,2313.3983,101.932,-0.299,15950.3191227131
2712,2018-05-11 03:31:00,27055,2313.0528,101.9231,-0.3455,15947.9369841696
2713,2018-05-11 03:31:10,27065,2312.8288,101.9239,-0.224,15946.3925586016
2714,2018-05-11 03:31:20,27075,2312.7011,101.9167,-0.1277,15945.512098132702
2715,2018-05-11 03:31:30,27085,2312.8019,101.9175,0.1008,15946.2070896383
2716,2018-05-11 03:31:40,27095,2312.3797,101.9175,-0.4222,15943.2961232329
2717,2018-05-11 03:31:50,27105,2312.009,101.9143,-0.3707,15940.740236813
2718,2018-05-11 03:32:00,27115,2311.1226,101.9159,-0.8864,15934.628724208202
2719,2018-05-11 03:32:10,27125,2309.9798,101.9183,-1.1429,15926.7493959086
2720,2018-05-11 03:32:20,27135,2308.8072,101.9175,-1.1725,15918.664603850402
2721,2018-05-11 03:32:30,27145,2308.6907,101.9207,-0.1165,15917.8613646599
2722,2018-05-11 03:32:40,27155,2309.1,101.9215,0.4093,15920.6833887
2723,2018-05-11 03:32:50,27165,2309.9063,101.928,0.8063,15926.2426312691
2724,2018-05-11 03:33:00,27175,2310.9227,101.9264,1.0163,15933.2504622839
2725,2018-05-11 03:33:10,27185,2312.3657,101.9336,1.443,15943.199596634899
2726,2018-05-11 03:33:20,27195,2314.3026,101.9425,1.937,15956.5540514682
2727,2018-05-11 03:33:30,27205,2315.8158,101.9626,1.5132,15966.9871977606
2728,2018-05-11 03:33:40,27215,2317.4903,101.9747,1.6745,15978.5324683571
2729,2018-05-11 03:33:50,27225,2318.9321,101.9932,1.4417,15988.4733289997
2730,2018-05-11 03:34:00,27235,2319.9755,101.998,1.0434,15995.667318453501
2731,2018-05-11 03:34:10,27245,2320.9729,101.9996,0.9975,16002.544149085303
2732,2018-05-11 03:34:20,27255,2322.2262,101.9964,1.2533,16011.185348033401
2733,2018-05-11 03:34:30,27265,2323.0248,101.9932,0.7986,16016.691500973602
2734,2018-05-11 03:34:40,27275,2323.8558,101.99,0.831,16022.421044040599
2735,2018-05-11 03:34:50,27285,2324.429,101.9795,0.5732,16026.373118753001
2736,2018-05-11 03:35:00,27295,2324.4893,101.9706,0.0603,16026.788872600102
2737,2018-05-11 03:35:10,27305,2324.3425,101.9666,-0.1468,16025.776722272502
2738,2018-05-11 03:35:20,27315,2324.0455,101.9578,-0.297,16023.728979443502
2739,2018-05-11 03:35:30,27325,2323.2708,101.9473,-0.7747,16018.3876111956
2740,2018-05-11 03:35:40,27335,2322.5286,101.9368,-0.7422,16013.270322550201
2741,2018-05-11 03:35:50,27345,2321.7065,101.9344,-0.8221,16007.602142820499
2742,2018-05-11 03:36:00,27355,2320.9914,101.9304,-0.7151,16002.6717020898
2743,2018-05-11 03:36:10,27365,2319.9251,101.9239,-1.0663,15995.3198227007
2744,2018-05-11 03:36:20,27375,2319.4956,101.9183,-0.4296,15992.358524569201
2745,2018-05-11 03:36:30,27385,2318.9002,101.9119,-0.5953,15988.253386251401
2746,2018-05-11 03:36:40,27395,2318.1438,101.9135,-0.7565,15983.0381920566
2747,2018-05-11 03:36:50,27405,2317.7075,101.9062,-0.4363,15980.0300095775
2748,2018-05-11 03:37:00,27415,2317.3515,101.9143,-0.356,15977.575476085502
2749,2018-05-11 03:37:10,27425,2316.7053,101.9151,-0.6462,15973.1200841121
2750,2018-05-11 03:37:20,27435,2316.4455,101.9151,-0.2598,15971.3288262435
2751,2018-05-11 03:37:30,27445,2316.2316,101.9183,-0.2139,15969.854037721201
2752,2018-05-11 03:37:40,27455,2315.6078,101.9167,-0.6238,15965.553088304601
2753,2018-05-11 03:37:50,27465,2315.5624,101.9175,-0.0454,15965.240066336799
2754,2018-05-11 03:38:00,27475,2315.3452,101.9199,-0.2172,15963.742525116402
2755,2018-05-11 03:38:10,27485,2315.3715,101.9223,0.0263,15963.923857225502
2756,2018-05-11 03:38:20,27495,2315.427,101.9239,0.0554,15964.306516239001
2757,2018-05-11 03:38:30,27505,2315.2618,101.9272,-0.1652,15963.167502382603
2758,2018-05-11 03:38:40,27515,2315.2484,101.9239,-0.0135,15963.0751126388
2759,2018-05-11 03:38:50,27525,2314.9695,101.9272,-0.2788,15961.152164911502
2760,2018-05-11 03:39:00,27535,2314.9863,101.9312,0.0168,15961.267996829101
2761,2018-05-11 03:39:10,27545,2314.7556,101.9304,-0.2307,15959.6773763892
2762,2018-05-11 03:39:20,27555,2313.8759,101.9336,-0.8797,15953.612058656301
2763,2018-05-11 03:39:30,27565,2314.0764,101.9272,0.2004,15954.9944574348
2764,2018-05-11 03:39:40,27575,2313.7516,101.9272,-0.3248,15952.7550403612
2765,2018-05-11 03:39:50,27585,2313.7577,101.9247,0.0062,15952.797098378902
2766,2018-05-11 03:40:00,27595,2313.9778,101.9191,0.22,15954.314634394601
2767,2018-05-11 03:40:10,27605,2314.2729,101.9159,0.2951,15956.3492771853
2768,2018-05-11 03:40:20,27615,2314.5176,101.9239,0.2447,15958.0364242232
2769,2018-05-11 03:40:30,27625,2315.1246,101.9215,0.607,15962.221541722201
2770,2018-05-11 03:40:40,27635,2316.034,101.9215,0.9094,15968.491633738002
2771,2018-05-11 03:40:50,27645,2316.7037,101.9264,0.6697,15973.1090525009
2772,2018-05-11 03:41:00,27655,2317.2978,101.9247,0.5941,15977.205227634598
2773,2018-05-11 03:41:10,27665,2317.6943,101.9264,0.3965,15979.938998785101
2774,2018-05-11 03:41:20,27675,2317.9709,101.9304,0.2767,15981.8460885713
2775,2018-05-11 03:41:30,27685,2318.0846,101.9304,0.1137,15982.630022442201
2776,2018-05-11 03:41:40,27695,2318.0129,101.9288,-0.0717,15982.135668365301
2777,2018-05-11 03:41:50,27705,2317.7436,101.9304,-0.2693,15980.278910305198
2778,2018-05-11 03:42:00,27715,2317.5414,101.9247,-0.2022,15978.8847904398
2779,2018-05-11 03:42:10,27725,2316.8566,101.928,-0.6848,15974.1632608462
2780,2018-05-11 03:42:20,27735,2316.6746,101.9272,-0.182,15972.9084150722
2781,2018-05-11 03:42:30,27745,2316.6158,101.9247,-0.0588,15972.503003360602
2782,2018-05-11 03:42:40,27755,2316.109,101.9239,-0.5068,15969.008740513
2783,2018-05-11 03:42:50,27765,2315.287,101.9215,-0.822,15963.341250259
2784,2018-05-11 03:43:00,27775,2314.4196,101.9199,-0.8674,15957.360738037201
2785,2018-05-11 03:43:10,27785,2313.3926,101.9151,-1.027,15950.279822598202
2786,2018-05-11 03:43:20,27795,2312.9648,101.9215,-0.4278,15947.330245553601
2787,2018-05-11 03:43:30,27805,2312.9508,101.9143,-0.014,15947.233718955602
2788,2018-05-11 03:43:40,27815,2313.2398,101.9135,0.2889,15949.2263037286
2789,2018-05-11 03:43:50,27825,2313.6463,101.9175,0.4065,15952.0290224491
2790,2018-05-11 03:44:00,27835,2313.8843,101.9239,0.238,15953.669974615103
2791,2018-05-11 03:44:10,27845,2314.3653,101.9264,0.481,15956.9863527321
2792,2018-05-11 03:44:20,27855,2314.3687,101.9272,0.0034,15957.0097949059
2793,2018-05-11 03:44:30,27865,2314.6257,101.9304,0.257,15958.781747454901
2794,2018-05-11 03:44:40,27875,2314.5411,101.9296,-0.0846,15958.1984510127
2795,2018-05-11 03:44:50,27885,2314.7792,101.936,0.238,15959.8400926544
2796,2018-05-11 03:45:00,27895,2315.2877,101.9489,0.5085,15963.3460765889
2797,2018-05-11 03:45:10,27905,2316.1658,101.957,0.8781,15969.400362710601
2798,2018-05-11 03:45:20,27915,2316.7354,101.965,0.5696,15973.3276162978
2799,2018-05-11 03:45:30,27925,2317.4181,101.969,0.6827,15978.0346669017
2800,2018-05-11 03:45:40,27935,2318.3557,101.9835,0.9376,15984.4991910649
2801,2018-05-11 03:45:50,27945,2319.2394,101.9851,0.8837,15990.5920878258
2802,2018-05-11 03:46:00,27955,2320.224,101.9876,0.9846,15997.380665568002
2803,2018-05-11 03:46:10,27965,2321.0109,101.9932,0.7869,16002.806149851302
2804,2018-05-11 03:46:20,27975,2322.3595,101.9972,1.3486,16012.1044191415
2805,2018-05-11 03:46:30,27985,2323.2319,101.9884,0.8724,16018.119405148302
2806,2018-05-11 03:46:40,27995,2324.0304,101.9851,0.7985,16023.624868612802
2807,2018-05-11 03:46:50,28005,2324.5752,101.9795,0.5448,16027.381132226403
2808,2018-05-11 03:47:00,28015,2324.7701,101.9795,0.1949,16028.724920365701
2809,2018-05-11 03:47:10,28025,2324.6998,101.9666,-0.0703,16028.2402189486
2810,2018-05-11 03:47:20,28035,2324.2803,101.9634,-0.4195,16025.3478683871
2811,2018-05-11 03:47:30,28045,2323.6943,101.9553,-0.5859,16021.307540785101
2812,2018-05-11 03:47:40,28055,2323.0428,101.9433,-0.6515,16016.8156065996
2813,2018-05-11 03:47:50,28065,2322.2247,101.9457,-0.8181,16011.175005897901
2814,2018-05-11 03:48:00,28075,2321.4087,101.9409,-0.816,16005.5488841859
2815,2018-05-11 03:48:10,28085,2320.6761,101.9288,-0.7326,16000.4977852077
2816,2018-05-11 03:48:20,28095,2319.9319,101.9256,-0.7442,15995.3667070483
2817,2018-05-11 03:48:30,28105,2319.0969,101.9239,-0.8349,15989.609584953301
2818,2018-05-11 03:48:40,28115,2318.5923,101.9159,-0.5046,15986.130490571099
2819,2018-05-11 03:48:50,28125,2317.9422,101.9119,-0.6501,15981.648209045401
2820,2018-05-11 03:49:00,28135,2316.88,101.9103,-1.0622,15974.324598160001
2821,2018-05-11 03:49:10,28145,2316.4017,101.9046,-0.4782,15971.0268358869
2822,2018-05-11 03:49:20,28155,2315.5971,101.9103,-0.8046,15965.4793144047
2823,2018-05-11 03:49:30,28165,2315.0993,101.9038,-0.4978,15962.0471043701
2824,2018-05-11 03:49:40,28175,2313.658,101.9086,-1.4413,15952.109691106
2825,2018-05-11 03:49:50,28185,2312.8976,101.9054,-0.7604,15946.866917883199
2826,2018-05-11 03:50:00,28195,2312.9111,101.9086,0.0134,15946.9599971027
2827,2018-05-11 03:50:10,28205,2312.9923,101.9086,0.0812,15947.5198513711
2828,2018-05-11 03:50:20,28215,2313.5903,101.9119,0.598,15951.642916057099
2829,2018-05-11 03:50:30,28225,2314.0226,101.9143,0.4323,15954.623519508199
2830,2018-05-11 03:50:40,28235,2314.7768,101.9199,0.7543,15959.823545237601
2831,2018-05-11 03:50:50,28245,2316.1807,101.9256,1.4038,15969.5030945899
2832,2018-05-11 03:51:00,28255,2317.8389,101.9376,1.6582,15980.935980647302
2833,2018-05-11 03:51:10,28265,2319.1297,101.9473,1.2909,15989.8357329829
2834,2018-05-11 03:51:20,28275,2321.0687,101.9682,1.939,16003.2046668059
2835,2018-05-11 03:51:30,28285,2322.3408,101.9811,1.272,16011.9754871856
2836,2018-05-11 03:51:40,28295,2323.1954,101.9835,0.8546,16017.8677465178
2837,2018-05-11 03:51:50,28305,2323.9465,101.9884,0.7511,16023.0463985005
2838,2018-05-11 03:52:00,28315,2324.6063,101.9908,0.6598,16027.5955591691
2839,2018-05-11 03:52:10,28325,2324.5149,101.9884,-0.0913,16026.965378379302
2840,2018-05-11 03:52:20,28335,2324.4689,101.9851,-0.046,16026.648219557299
2841,2018-05-11 03:52:30,28345,2324.2166,101.9715,-0.2523,16024.908672366202
2842,2018-05-11 03:52:40,28355,2323.297,101.969,-0.9196,16018.568253829
2843,2018-05-11 03:52:50,28365,2322.4736,101.9586,-0.8234,16012.8911109152
2844,2018-05-11 03:53:00,28375,2321.3261,101.9521,-1.1475,16004.979377257701
2845,2018-05-11 03:53:10,28385,2320.3437,101.9425,-0.9824,15998.205967980899
2846,2018-05-11 03:53:20,28395,2319.2063,101.9384,-1.1374,15990.3638713691
2847,2018-05-11 03:53:30,28405,2317.8579,101.9344,-1.3485,15981.0669810303
2848,2018-05-11 03:53:40,28415,2317.4109,101.9207,-0.447,15977.9850246513
2849,2018-05-11 03:53:50,28425,2317.1768,101.9191,-0.2341,15976.370962037601
2850,2018-05-11 03:54:00,28435,2316.7568,101.9119,-0.42,15973.475164097601
2851,2018-05-11 03:54:10,28445,2316.5512,101.9054,-0.2056,15972.0576020584
2852,2018-05-11 03:54:20,28455,2315.8754,101.903,-0.6759,15967.3981252778
2853,2018-05-11 03:54:30,28465,2315.4151,101.9094,-0.4602,15964.224468630702
2854,2018-05-11 03:54:40,28475,2315.0349,101.9078,-0.3802,15961.603082019301
2855,2018-05-11 03:54:50,28485,2314.8014,101.9103,-0.2335,15959.9931562598
2856,2018-05-11 03:55:00,28495,2314.7791,101.9127,-0.0224,15959.839403178701
2857,2018-05-11 03:55:10,28505,2315.0395,101.9167,0.2604,15961.634797901499
2858,2018-05-11 03:55:20,28515,2315.7977,101.9272,0.7582,15966.8624026589
2859,2018-05-11 03:55:30,28525,2316.6807,101.9247,0.883,15972.9504730899
2860,2018-05-11 03:55:40,28535,2317.7442,101.9344,1.0635,15980.2830471594
2861,2018-05-11 03:55:50,28545,2319.1928,101.9352,1.4487,15990.270792149598
2862,2018-05-11 03:56:00,28555,2320.906,101.9449,1.7131,16002.082889842
2863,2018-05-11 03:56:10,28565,2322.2456,101.9545,1.3397,16011.319106319203
2864,2018-05-11 03:56:20,28575,2323.5299,101.9626,1.2842,16020.174042734301
2865,2018-05-11 03:56:30,28585,2324.4372,101.9698,0.9074,16026.4296557604
2866,2018-05-11 03:56:40,28595,2324.8473,101.9747,0.41,16029.2571956061
2867,2018-05-11 03:56:50,28605,2324.8899,101.9771,0.0426,16029.5509122543
2868,2018-05-11 03:57:00,28615,2324.7958,101.9779,-0.0941,16028.9021156206
2869,2018-05-11 03:57:10,28625,2324.243,101.9739,-0.5528,16025.090693951
2870,2018-05-11 03:57:20,28635,2323.479,101.9698,-0.7639,16019.823099603
2871,2018-05-11 03:57:30,28645,2323.0291,101.9594,-0.4499,16016.721148428702
2872,2018-05-11 03:57:40,28655,2322.188,101.9602,-0.8411,16010.921968316
2873,2018-05-11 03:57:50,28665,2321.5338,101.9513,-0.6542,16006.411418286601
2874,2018-05-11 03:58:00,28675,2320.4871,101.9457,-1.0467,15999.194676134699
2875,2018-05-11 03:58:10,28685,2319.2713,101.9384,-1.2158,15990.8120305741
2876,2018-05-11 03:58:20,28695,2318.7219,101.9352,-0.5494,15987.0240510783
2877,2018-05-11 03:58:30,28705,2317.9804,101.9288,-0.7415,15981.9115887628
2878,2018-05-11 03:58:40,28715,2317.4608,101.9288,-0.5196,15978.3290730256
2879,2018-05-11 03:58:50,28725,2317.5224,101.928,0.0616,15978.753790056799
2880,2018-05-11 03:59:00,28735,2317.5353,101.9272,0.0129,15978.842732422101
2881,2018-05-11 03:59:10,28745,2317.3667,101.9296,-0.1685,15977.6802763919
2882,2018-05-11 03:59:20,28755,2317.9614,101.932,0.5947,15981.780588379801
