line,datetime,minutes,p_psi,t_degC,dp_psi,p_kpa
12478,2018-05-12 06:38:40,124715,2312.4749,101.9481,0.2212,15943.952504099301
12479,2018-05-12 06:38:50,124725,2312.4189,101.9425,-0.056,15943.566397707302
12480,2018-05-12 06:39:00,124735,2312.5163,101.9425,0.0974,15944.237947039099
12481,2018-05-12 06:39:10,124745,2312.0902,101.9376,-0.4261,15941.3000910814
12482,2018-05-12 06:39:20,124755,2311.505,101.9336,-0.5852,15937.265279285002
12483,2018-05-12 06:39:30,124765,2310.8459,101.9352,-0.6591,15932.720944946299
12484,2018-05-12 06:39:40,124775,2310.1964,101.9352,-0.6496,15928.2428002748
12485,2018-05-12 06:39:50,124785,2309.5463,101.9312,-0.6501,15923.7605187491
12486,2018-05-12 06:40:00,124795,2308.689,101.932,-0.8573,15917.849643573
12487,2018-05-12 06:40:10,124805,2307.8994,101.9296,-0.7895,15912.405543445799
12488,2018-05-12 06:40:20,124815,2307.3076,101.9239,-0.5918,15908.3252262532
12489,2018-05-12 06:40:30,124825,2306.6838,101.9223,-0.6238,15904.024276836599
12490,2018-05-12 06:40:40,124835,2306.5807,101.9288,-0.1031,15903.3134273899
12491,2018-05-12 06:40:50,124845,2306.7694,101.9312,0.1887,15904.614468035801
12492,2018-05-12 06:41:00,124855,2306.9609,101.9304,0.1915,15905.9348140013
12493,2018-05-12 06:41:10,124865,2307.3058,101.9352,0.3449,15908.3128156906
12494,2018-05-12 06:41:20,124875,2307.9526,101.9384,0.6467,15912.772344518202
12495,2018-05-12 06:41:30,124885,2308.564,101.9449,0.6114,15916.987798948
12496,2018-05-12 06:41:40,124895,2309.0618,101.9513,0.4978,15920.4200089826
12497,2018-05-12 06:41:50,124905,2309.6828,101.9562,0.621,15924.7016530796
12498,2018-05-12 06:42:00,124915,2310.0506,101.9626,0.3679,15927.237544704201
12499,2018-05-12 06:42:10,124925,2309.9851,101.9586,-0.0655,15926.7859381207
12500,2018-05-12 06:42:20,124935,2309.8664,101.969,-0.1188,15925.967530464799
12501,2018-05-12 06:42:30,124945,2310.0837,101.9666,0.2173,15927.465761160902
12502,2018-05-12 06:42:40,124955,2309.947,101.965,-0.1366,15926.523247879002
12503,2018-05-12 06:42:50,124965,2310.3799,101.9715,0.4329,15929.5079881843
12504,2018-05-12 06:43:00,124975,2309.9996,101.9698,-0.3802,15926.885912097201
12505,2018-05-12 06:43:10,124985,2310.2265,101.9658,0.2268,15928.450332460501
12506,2018-05-12 06:43:20,124995,2311.1034,101.9658,0.877,15934.4963448738
12507,2018-05-12 06:43:30,125005,2311.9283,101.965,0.8249,15940.1838299231
12508,2018-05-12 06:43:40,125015,2312.6815,101.9626,0.7532,15945.3769608955
12509,2018-05-12 06:43:50,125025,2313.0287,101.9602,0.3472,15947.770820525899
12510,2018-05-12 06:44:00,125035,2313.2426,101.957,0.2139,15949.245609048201
12511,2018-05-12 06:44:10,125045,2312.6866,101.9521,-0.5561,15945.4121241562
12512,2018-05-12 06:44:20,125055,2312.0011,101.9513,-0.6854,15940.6857682327
12513,2018-05-12 06:44:30,125065,2311.5487,101.9441,-0.4525,15937.5665801659
12514,2018-05-12 06:44:40,125075,2311.6713,101.9384,0.1226,15938.411877374101
12515,2018-05-12 06:44:50,125085,2311.8752,101.9328,0.2038,15939.8177183264
12516,2018-05-12 06:45:00,125095,2311.9978,101.9272,0.1226,15940.663015534601
12517,2018-05-12 06:45:10,125105,2312.1468,101.9239,0.149,15941.6903343276
12518,2018-05-12 06:45:20,125115,2312.046,101.9231,-0.1008,15940.995342822
12519,2018-05-12 06:45:30,125125,2312.1787,101.9199,0.1327,15941.9102770759
12520,2018-05-12 06:45:40,125135,2312.1748,101.9151,-0.0039,15941.8833875236
12521,2018-05-12 06:45:50,125145,2312.093,101.9111,-0.0817,15941.319396400999
12522,2018-05-12 06:46:00,125155,2312.1154,101.9086,0.0224,15941.473838957801
12523,2018-05-12 06:46:10,125165,2312.2974,101.9094,0.182,15942.7286847318
12524,2018-05-12 06:46:20,125175,2311.8853,101.9119,-0.4121,15939.8873553721
12525,2018-05-12 06:46:30,125185,2311.0723,101.9038,-0.813,15934.281917931099
12526,2018-05-12 06:46:40,125195,2310.1041,101.9014,-0.9681,15927.606414203701
12527,2018-05-12 06:46:50,125205,2309.0912,101.9038,-1.0129,15920.622714838399
12528,2018-05-12 06:47:00,125215,2308.393,101.9038,-0.6982,15915.808795501001
12529,2018-05-12 06:47:10,125225,2307.2372,101.907,-1.1557,15907.8398353604
12530,2018-05-12 06:47:20,125235,2306.0065,101.9078,-1.2307,15899.3544579205
12531,2018-05-12 06:47:30,125245,2304.8474,101.9103,-1.1591,15891.362745081802
12532,2018-05-12 06:47:40,125255,2304.5971,101.9086,-0.2503,15889.6369874047
12533,2018-05-12 06:47:50,125265,2304.5389,101.9103,-0.0583,15889.2357125473
12534,2018-05-12 06:48:00,125275,2304.6955,101.9167,0.1567,15890.3154314935
12535,2018-05-12 06:48:10,125285,2305.4502,101.9264,0.7547,15895.518904601402
12536,2018-05-12 06:48:20,125295,2306.3248,101.9336,0.8746,15901.549059073599
12537,2018-05-12 06:48:30,125305,2306.9362,101.94,0.6114,15905.764513503402
12538,2018-05-12 06:48:40,125315,2307.1282,101.9433,0.192,15907.088306847401
12539,2018-05-12 06:48:50,125325,2308.1652,101.9505,1.037,15914.2381698564
12540,2018-05-12 06:49:00,125335,2308.9027,101.9521,0.7375,15919.3230531439
12541,2018-05-12 06:49:10,125345,2310.3648,101.9562,1.4621,15929.4038773536
12542,2018-05-12 06:49:20,125355,2311.0072,101.9505,0.6423,15933.8330692504
12543,2018-05-12 06:49:30,125365,2311.631,101.9521,0.6238,15938.134018667
12544,2018-05-12 06:49:40,125375,2311.6831,101.9529,0.0521,15938.493235506701
12545,2018-05-12 06:49:50,125385,2311.8281,101.9449,0.145,15939.492975271702
12546,2018-05-12 06:50:00,125395,2311.3465,101.9384,-0.4816,15936.1724603005
12547,2018-05-12 06:50:10,125405,2310.8426,101.9344,-0.504,15932.698192248201
12548,2018-05-12 06:50:20,125415,2310.3963,101.9247,-0.4463,15929.6210621991
12549,2018-05-12 06:50:30,125425,2310.3863,101.9223,-0.0101,15929.552114629101
12550,2018-05-12 06:50:40,125435,2310.187,101.9135,-0.1993,15928.177989559
12551,2018-05-12 06:50:50,125445,2310.2962,101.9046,0.1092,15928.930897023401
12552,2018-05-12 06:51:00,125455,2310.0364,101.9046,-0.2598,15927.1396391548
12553,2018-05-12 06:51:10,125465,2309.4518,101.9046,-0.5846,15923.108964212599
12554,2018-05-12 06:51:20,125475,2308.5878,101.9038,-0.864,15917.151894164599
12555,2018-05-12 06:51:30,125485,2307.5452,101.903,-1.0426,15909.9634205164
12556,2018-05-12 06:51:40,125495,2306.1449,101.8982,-1.4003,15900.3086922893
12557,2018-05-12 06:51:50,125505,2305.2686,101.9022,-0.8763,15894.2668167302
12558,2018-05-12 06:52:00,125515,2304.4892,101.9022,-0.7794,15888.8930431244
12559,2018-05-12 06:52:10,125525,2303.8917,101.903,-0.5975,15884.773425816902
12560,2018-05-12 06:52:20,125535,2303.4504,101.9062,-0.4413,15881.730769552802
12561,2018-05-12 06:52:30,125545,2303.5378,101.9038,0.0874,15882.3333713146
12562,2018-05-12 06:52:40,125555,2303.5383,101.9078,0.0005,15882.336818693102
12563,2018-05-12 06:52:50,125565,2303.6625,101.9143,0.1242,15883.1931475125
12564,2018-05-12 06:53:00,125575,2304.3847,101.9239,0.7222,15888.1725410179
12565,2018-05-12 06:53:10,125585,2304.7955,101.9368,0.4108,15891.004907193501
12566,2018-05-12 06:53:20,125595,2305.2507,101.9409,0.4552,15894.1434005799
12567,2018-05-12 06:53:30,125605,2305.5082,101.9481,0.2575,15895.918800507403
12568,2018-05-12 06:53:40,125615,2306.0608,101.9521,0.5526,15899.728843225603
12569,2018-05-12 06:53:50,125625,2306.8666,101.9545,0.8058,15905.2846384162
12570,2018-05-12 06:54:00,125635,2307.8018,101.9529,0.9352,15911.732615162602
12571,2018-05-12 06:54:10,125645,2308.3831,101.9521,0.5813,15915.7405374067
12572,2018-05-12 06:54:20,125655,2308.7269,101.9489,0.3439,15918.110954863301
12573,2018-05-12 06:54:30,125665,2309.2079,101.9513,0.481,15921.4273329803
12574,2018-05-12 06:54:40,125675,2309.2169,101.9457,0.009,15921.4893857933
12575,2018-05-12 06:54:50,125685,2309.2466,101.9489,0.0297,15921.6941600762
12576,2018-05-12 06:55:00,125695,2308.9045,101.9409,-0.3421,15919.3354637065
12577,2018-05-12 06:55:10,125705,2308.6245,101.936,-0.2799,15917.4049317465
12578,2018-05-12 06:55:20,125715,2308.4902,101.9272,-0.1343,15916.478965881402
12579,2018-05-12 06:55:30,125725,2308.6134,101.9256,0.1232,15917.328399943803
12580,2018-05-12 06:55:40,125735,2308.4309,101.9207,-0.1825,15916.0701067913
12581,2018-05-12 06:55:50,125745,2307.8788,101.9207,-0.5521,15912.2635114516
12582,2018-05-12 06:56:00,125755,2306.6279,101.9167,-1.2509,15903.6388599203
12583,2018-05-12 06:56:10,125765,2305.7539,101.9135,-0.874,15897.612842302302
12584,2018-05-12 06:56:20,125775,2304.6172,101.9135,-1.1367,15889.775572020402
12585,2018-05-12 06:56:30,125785,2303.9094,101.9151,-0.7078,15884.8954630158
12586,2018-05-12 06:56:40,125795,2303.3893,101.9111,-0.5201,15881.309499900099
12587,2018-05-12 06:56:50,125805,2302.5874,101.9135,-0.8019,15875.7805942618
12588,2018-05-12 06:57:00,125815,2302.4255,101.9175,-0.1619,15874.6643331035
12589,2018-05-12 06:57:10,125825,2302.8673,101.9183,0.4418,15877.7104367461
12590,2018-05-12 06:57:20,125835,2303.118,101.9239,0.2508,15879.438952326
12591,2018-05-12 06:57:30,125845,2303.4724,101.9272,0.3544,15881.882454206801
12592,2018-05-12 06:57:40,125855,2304.2238,101.936,0.7513,15887.063174616602
12593,2018-05-12 06:57:50,125865,2304.8251,101.94,0.6013,15891.2089920007
12594,2018-05-12 06:58:00,125875,2305.3777,101.9441,0.5526,15895.0190347189
12595,2018-05-12 06:58:10,125885,2305.4685,101.9425,0.0907,15895.645078654501
12596,2018-05-12 06:58:20,125895,2305.8105,101.9505,0.342,15898.0030855485
12597,2018-05-12 06:58:30,125905,2306.2691,101.9553,0.4586,15901.1650211087
12598,2018-05-12 06:58:40,125915,2306.7271,101.9562,0.4581,15904.3228198147
12599,2018-05-12 06:58:50,125925,2306.7753,101.9521,0.0482,15904.6551471021
12600,2018-05-12 06:59:00,125935,2306.5676,101.9529,-0.2078,15903.2231060732
12601,2018-05-12 06:59:10,125945,2306.5055,101.9497,-0.0621,15902.794941663502
12602,2018-05-12 06:59:20,125955,2306.3822,101.9513,-0.1232,15901.944818125401
12603,2018-05-12 06:59:30,125965,2306.342,101.9417,-0.0402,15901.667648894001
12604,2018-05-12 06:59:40,125975,2306.5173,101.9409,0.1753,15902.8762997961
12605,2018-05-12 06:59:50,125985,2307.2447,101.94,0.7274,15907.891546037901
12606,2018-05-12 07:00:00,125995,2307.2084,101.9352,-0.0363,15907.6412663588
12607,2018-05-12 07:00:10,126005,2306.448,101.932,-0.7604,15902.398493136
12608,2018-05-12 07:00:20,126015,2306.2307,101.9344,-0.2173,15900.900262439902
12609,2018-05-12 07:00:30,126025,2305.4804,101.9336,-0.7503,15895.7271262628
12610,2018-05-12 07:00:40,126035,2305.0228,101.9368,-0.4575,15892.572085459602
12611,2018-05-12 07:00:50,126045,2304.3212,101.936,-0.7016,15887.734723948399
12612,2018-05-12 07:01:00,126055,2303.7031,101.928,-0.6181,15883.473074646701
12613,2018-05-12 07:01:10,126065,2304.1258,101.932,0.4227,15886.387488430599
12614,2018-05-12 07:01:20,126075,2304.4606,101.9344,0.3348,15888.6958530742
12615,2018-05-12 07:01:30,126085,2304.7009,101.9336,0.2402,15890.3526631813
12616,2018-05-12 07:01:40,126095,2304.9942,101.9417,0.2933,15892.3748954094
12617,2018-05-12 07:01:50,126105,2305.5105,101.9409,0.5163,15895.9346584485
12618,2018-05-12 07:02:00,126115,2305.9428,101.9433,0.4323,15898.9152618996
12619,2018-05-12 07:02:10,126125,2306.4271,101.9465,0.4843,15902.2543927147
12620,2018-05-12 07:02:20,126135,2306.6545,101.9465,0.2274,15903.822260456502
12621,2018-05-12 07:02:30,126145,2306.9176,101.9473,0.2632,15905.636271023202
12622,2018-05-12 07:02:40,126155,2306.5083,101.9465,-0.4093,15902.8142469831
12623,2018-05-12 07:02:50,126165,2306.5049,101.9457,-0.0034,15902.7908048093
12624,2018-05-12 07:03:00,126175,2306.9787,101.9425,0.4738,15906.057540675902
12625,2018-05-12 07:03:10,126185,2307.0823,101.94,0.1036,15906.7718375011
12626,2018-05-12 07:03:20,126195,2307.2257,101.9433,0.1433,15907.7605456549
12627,2018-05-12 07:03:30,126205,2307.1888,101.9344,-0.0369,15907.5061291216
12628,2018-05-12 07:03:40,126215,2306.8052,101.932,-0.3835,15904.861300336399
12629,2018-05-12 07:03:50,126225,2306.7991,101.9344,-0.0062,15904.819242318701
12630,2018-05-12 07:04:00,126235,2306.4962,101.928,-0.3029,15902.730820423401
12631,2018-05-12 07:04:10,126245,2306.0477,101.9256,-0.4485,15899.6385219089
12632,2018-05-12 07:04:20,126255,2305.3915,101.9239,-0.6562,15895.114182365502
12633,2018-05-12 07:04:30,126265,2304.9664,101.9272,-0.4251,15892.1832211648
12634,2018-05-12 07:04:40,126275,2304.6087,101.9231,-0.3577,15889.716966585902
12635,2018-05-12 07:04:50,126285,2304.313,101.9223,-0.2956,15887.678186941
12636,2018-05-12 07:05:00,126295,2302.9743,101.9167,-1.3387,15878.4481757451
12637,2018-05-12 07:05:10,126305,2301.766,101.9151,-1.2083,15870.117240862
12638,2018-05-12 07:05:20,126315,2301.1494,101.9191,-0.6166,15865.865933695799
12639,2018-05-12 07:05:30,126325,2300.2238,101.9191,-0.9256,15859.484146616602
12640,2018-05-12 07:05:40,126335,2299.6296,101.9207,-0.5941,15855.387282007203
12641,2018-05-12 07:05:50,126345,2299.9549,101.9247,0.3252,15857.630146459302
12642,2018-05-12 07:06:00,126355,2300.8293,101.932,0.8745,15863.658921980099
12643,2018-05-12 07:06:10,126365,2301.9341,101.936,1.1047,15871.2762495137
12644,2018-05-12 07:06:20,126375,2302.7503,101.9449,0.8163,15876.903750177102
12645,2018-05-12 07:06:30,126385,2303.1405,101.9489,0.3902,15879.594084358501
12646,2018-05-12 07:06:40,126395,2303.5762,101.9521,0.4356,15882.5981299834
12647,2018-05-12 07:06:50,126405,2304.1546,101.9545,0.5784,15886.5860574322
12648,2018-05-12 07:07:00,126415,2304.9475,101.9578,0.7929,15892.052910257502
12649,2018-05-12 07:07:10,126425,2305.5837,101.9545,0.6362,15896.4393546609
12650,2018-05-12 07:07:20,126435,2306.3111,101.9537,0.7274,15901.4546009027
12651,2018-05-12 07:07:30,126445,2306.4176,101.9481,0.1065,15902.188892523202
12652,2018-05-12 07:07:40,126455,2306.4529,101.9449,0.0353,15902.432277445303
12653,2018-05-12 07:07:50,126465,2306.1467,101.9376,-0.3062,15900.3211028519
12654,2018-05-12 07:08:00,126475,2305.6002,101.9312,-0.5464,15896.5531181514
12655,2018-05-12 07:08:10,126485,2305.3628,101.9288,-0.2374,15894.9163028396
12656,2018-05-12 07:08:20,126495,2305.0275,101.9223,-0.3353,15892.6044908175
12657,2018-05-12 07:08:30,126505,2304.4157,101.9119,-0.6119,15888.3862784849
12658,2018-05-12 07:08:40,126515,2304.8082,101.9086,0.3926,15891.0924706074
12659,2018-05-12 07:08:50,126525,2304.9018,101.9038,0.0936,15891.737819862601
12660,2018-05-12 07:09:00,126535,2304.236,101.9038,-0.6658,15887.147290652
12661,2018-05-12 07:09:10,126545,2303.5474,101.9022,-0.6887,15882.3995609818
12662,2018-05-12 07:09:20,126555,2302.671,101.9062,-0.8764,15876.356995946999
12663,2018-05-12 07:09:30,126565,2302.0496,101.8974,-0.6213,15872.0725939472
12664,2018-05-12 07:09:40,126575,2301.4565,101.907,-0.5932,15867.9833135705
12665,2018-05-12 07:09:50,126585,2300.9292,101.8974,-0.5272,15864.347708204401
12666,2018-05-12 07:10:00,126595,2300.6761,101.899,-0.2531,15862.602645207702
12667,2018-05-12 07:10:10,126605,2300.7836,101.9014,0.1075,15863.343831585202
12668,2018-05-12 07:10:20,126615,2300.6479,101.9078,-0.1357,15862.4082130603
12669,2018-05-12 07:10:30,126625,2300.6579,101.9103,0.01,15862.477160630302
12670,2018-05-12 07:10:40,126635,2300.8179,101.9175,0.16,15863.5803217503
12671,2018-05-12 07:10:50,126645,2300.9445,101.9167,0.1266,15864.4531979865
12672,2018-05-12 07:11:00,126655,2301.2497,101.9159,0.3052,15866.5574778229
12673,2018-05-12 07:11:10,126665,2300.9707,101.9191,-0.2789,15864.6338406199
12674,2018-05-12 07:11:20,126675,2300.7205,101.9175,-0.2503,15862.9087724185
12675,2018-05-12 07:11:30,126685,2300.7921,101.9191,0.0716,15863.402437019702
12676,2018-05-12 07:11:40,126695,2300.7018,101.9247,-0.0903,15862.7798404626
12677,2018-05-12 07:11:50,126705,2300.9741,101.9199,0.2722,15864.6572827937
12678,2018-05-12 07:12:00,126715,2301.7445,101.9256,0.7704,15869.969003586499
12679,2018-05-12 07:12:10,126725,2301.7082,101.9207,-0.0363,15869.718723907401
12680,2018-05-12 07:12:20,126735,2301.6007,101.9183,-0.1075,15868.9775375299
12681,2018-05-12 07:12:30,126745,2301.3767,101.9191,-0.224,15867.4331119619
12682,2018-05-12 07:12:40,126755,2300.7596,101.9191,-0.6171,15863.1783574172
12683,2018-05-12 07:12:50,126765,2300.3962,101.9215,-0.3635,15860.672802723402
12684,2018-05-12 07:13:00,126775,2299.7266,101.9167,-0.6696,15856.0560734362
12685,2018-05-12 07:13:10,126785,2298.9601,101.9159,-0.7665,15850.771242195699
12686,2018-05-12 07:13:20,126795,2298.5121,101.9175,-0.448,15847.6823910597
12687,2018-05-12 07:13:30,126805,2298.3755,101.9159,-0.1366,15846.7405672535
12688,2018-05-12 07:13:40,126815,2298.4108,101.9127,0.0354,15846.983952175602
12689,2018-05-12 07:13:50,126825,2298.0703,101.9167,-0.3406,15844.636287417099
12690,2018-05-12 07:14:00,126835,2298.2069,101.9183,0.1366,15845.578111223302
12691,2018-05-12 07:14:10,126845,2297.7193,101.9143,-0.4876,15842.216227710102
12692,2018-05-12 07:14:20,126855,2297.6944,101.9239,-0.0249,15842.0445482608
12693,2018-05-12 07:14:30,126865,2297.649,101.9247,-0.0454,15841.731526293
12694,2018-05-12 07:14:40,126875,2297.2334,101.9264,-0.4155,15838.8660652838
12695,2018-05-12 07:14:50,126885,2297.5262,101.9304,0.2927,15840.8848501334
12696,2018-05-12 07:15:00,126895,2297.647,101.936,0.1208,15841.717736779001
12697,2018-05-12 07:15:10,126905,2297.3905,101.9368,-0.2565,15839.9492316085
12698,2018-05-12 07:15:20,126915,2297.4196,101.936,0.0291,15840.149869037201
12699,2018-05-12 07:15:30,126925,2297.7157,101.9409,0.2961,15842.191406584901
12700,2018-05-12 07:15:40,126935,2298.2778,101.9433,0.5621,15846.0669494946
12701,2018-05-12 07:15:50,126945,2298.8171,101.9441,0.5392,15849.785291944701
12702,2018-05-12 07:16:00,126955,2299.266,101.9505,0.4489,15852.880348362001
12703,2018-05-12 07:16:10,126965,2299.9098,101.957,0.6438,15857.3191929186
12704,2018-05-12 07:16:20,126975,2300.2638,101.9562,0.3539,15859.759936896602
12705,2018-05-12 07:16:30,126985,2300.9525,101.9578,0.6887,15864.5083560425
12706,2018-05-12 07:16:40,126995,2301.1794,101.9537,0.2269,15866.072776405801
12707,2018-05-12 07:16:50,127005,2301.5438,101.9594,0.3644,15868.5852258566
12708,2018-05-12 07:17:00,127015,2301.8758,101.965,0.332,15870.8742851806
12709,2018-05-12 07:17:10,127025,2301.7779,101.961,-0.0979,15870.199288470301
12710,2018-05-12 07:17:20,127035,2301.8161,101.9545,0.0382,15870.4626681877
12711,2018-05-12 07:17:30,127045,2301.6991,101.9537,-0.117,15869.6559816187
12712,2018-05-12 07:17:40,127055,2301.2802,101.9545,-0.4189,15866.767767911402
12713,2018-05-12 07:17:50,127065,2300.8575,101.9505,-0.4227,15863.853354127501
12714,2018-05-12 07:18:00,127075,2300.4094,101.9521,-0.448,15860.763813515801
12715,2018-05-12 07:18:10,127085,2299.7332,101.9457,-0.6763,15856.101578832402
12716,2018-05-12 07:18:20,127095,2299.0573,101.9433,-0.6758,15851.4414125761
12717,2018-05-12 07:18:30,127105,2299.0636,101.9409,0.0062,15851.4848495452
12718,2018-05-12 07:18:40,127115,2298.8782,101.9392,-0.1853,15850.2065615974
12719,2018-05-12 07:18:50,127125,2299.3105,101.9417,0.4322,15853.1871650485
12720,2018-05-12 07:19:00,127135,2299.6353,101.9417,0.3248,15855.4265821221
12721,2018-05-12 07:19:10,127145,2300.0962,101.9392,0.4609,15858.6043756234
12722,2018-05-12 07:19:20,127155,2300.8441,101.9473,0.7479,15863.760964383699
12723,2018-05-12 07:19:30,127165,2300.9707,101.9465,0.1266,15864.6338406199
12724,2018-05-12 07:19:40,127175,2301.4813,101.9521,0.5106,15868.154303544101
12725,2018-05-12 07:19:50,127185,2301.7965,101.9537,0.3152,15870.3275309505
12726,2018-05-12 07:20:00,127195,2301.9555,101.9529,0.1591,15871.4237973135
12727,2018-05-12 07:20:10,127205,2301.8127,101.9537,-0.1428,15870.4392260139
12728,2018-05-12 07:20:20,127215,2301.4001,101.9521,-0.4127,15867.594449275699
12729,2018-05-12 07:20:30,127225,2301.6542,101.9586,0.2541,15869.3464070294
12730,2018-05-12 07:20:40,127235,2301.1794,101.9537,-0.4748,15866.072776405801
12731,2018-05-12 07:20:50,127245,2300.676,101.9537,-0.5034,15862.601955732
12732,2018-05-12 07:21:00,127255,2300.1888,101.9537,-0.4872,15859.2428301216
12733,2018-05-12 07:21:10,127265,2299.5091,101.9465,-0.6796,15854.556463788702
12734,2018-05-12 07:21:20,127275,2299.4642,101.9513,-0.0449,15854.2468891994
12735,2018-05-12 07:21:30,127285,2299.2398,101.9481,-0.2245,15852.699705728599
12736,2018-05-12 07:21:40,127295,2299.8248,101.9521,0.5851,15856.7331385736
12737,2018-05-12 07:21:50,127305,2300.3115,101.9481,0.4867,15860.088816805499
12738,2018-05-12 07:22:00,127315,2300.9162,101.9529,0.6047,15864.258076363401
12739,2018-05-12 07:22:10,127325,2301.5304,101.9562,0.6142,15868.4928361128
12740,2018-05-12 07:22:20,127335,2302.6481,101.9594,1.1177,15876.1991060117
12741,2018-05-12 07:22:30,127345,2303.0933,101.961,0.4452,15879.2686518281
12742,2018-05-12 07:22:40,127355,2303.3044,101.961,0.2111,15880.724135030801
12743,2018-05-12 07:22:50,127365,2303.8112,101.9618,0.5068,15884.218397878401
12744,2018-05-12 07:23:00,127375,2303.889,101.961,0.0779,15884.754809973001
12745,2018-05-12 07:23:10,127385,2303.5905,101.9634,-0.2985,15882.6967250085
12746,2018-05-12 07:23:20,127395,2303.0374,101.9553,-0.5531,15878.883234911802
12747,2018-05-12 07:23:30,127405,2302.7083,101.9465,-0.3291,15876.6141703831
12748,2018-05-12 07:23:40,127415,2302.7279,101.9473,0.0196,15876.749307620299
12749,2018-05-12 07:23:50,127425,2302.7728,101.9425,0.0449,15877.058882209602
12750,2018-05-12 07:24:00,127435,2302.8764,101.94,0.1036,15877.7731790348
12751,2018-05-12 07:24:10,127445,2303.1324,101.9352,0.256,15879.5382368268
12752,2018-05-12 07:24:20,127455,2303.866,101.932,0.7336,15884.596230562
12753,2018-05-12 07:24:30,127465,2304.1359,101.9344,0.2699,15886.457125476301
12754,2018-05-12 07:24:40,127475,2304.1387,101.9312,0.0029,15886.476430795901
12755,2018-05-12 07:24:50,127485,2303.7815,101.9312,-0.3573,15884.013623595501
12756,2018-05-12 07:25:00,127495,2303.1477,101.9272,-0.6338,15879.6437266089
12757,2018-05-12 07:25:10,127505,2302.3644,101.9223,-0.7833,15874.2430634508
12758,2018-05-12 07:25:20,127515,2301.8481,101.9231,-0.5163,15870.683300411702
12759,2018-05-12 07:25:30,127525,2301.2076,101.9175,-0.6405,15866.267208553201
12760,2018-05-12 07:25:40,127535,2300.9607,101.9167,-0.2469,15864.564893049901
12761,2018-05-12 07:25:50,127545,2300.8628,101.9127,-0.0979,15863.8898963396
12762,2018-05-12 07:26:00,127555,2301.0586,101.9207,0.1958,15865.2398897602
12763,2018-05-12 07:26:10,127565,2301.2563,101.9175,0.1977,15866.6029832191
12764,2018-05-12 07:26:20,127575,2301.8314,101.9191,0.575,15870.568157969801
12765,2018-05-12 07:26:30,127585,2302.0687,101.9215,0.2374,15872.204283805899
12766,2018-05-12 07:26:40,127595,2302.2082,101.9199,0.1395,15873.1661024074
12767,2018-05-12 07:26:50,127605,2302.2502,101.9183,0.042,15873.4556822014
12768,2018-05-12 07:27:00,127615,2302.4876,101.9207,0.2374,15875.0924975132
12769,2018-05-12 07:27:10,127625,2302.4131,101.9223,-0.0745,15874.578838116702
12770,2018-05-12 07:27:20,127635,2302.1141,101.9207,-0.299,15872.5173057737
12771,2018-05-12 07:27:30,127645,2301.3017,101.9167,-0.8124,15866.9160051869
12772,2018-05-12 07:27:40,127655,2300.529,101.9183,-0.7728,15861.588426453001
12773,2018-05-12 07:27:50,127665,2299.3407,101.9215,-1.1883,15853.395386709903
12774,2018-05-12 07:28:00,127675,2298.4275,101.9167,-0.9131,15847.099094617499
12775,2018-05-12 07:28:10,127685,2297.1409,101.9119,-1.2866,15838.2283002613
12776,2018-05-12 07:28:20,127695,2296.4689,101.9143,-0.672,15833.5950235573
12777,2018-05-12 07:28:30,127705,2296.2549,101.9175,-0.214,15832.1195455593
12778,2018-05-12 07:28:40,127715,2296.7554,101.9207,0.5005,15835.570371437801
12779,2018-05-12 07:28:50,127725,2297.8176,101.9223,1.0622,15842.8939823232
12780,2018-05-12 07:29:00,127735,2298.6758,101.9296,0.8582,15848.8110627806
12781,2018-05-12 07:29:10,127745,2299.2451,101.9376,0.5693,15852.736247940702
12782,2018-05-12 07:29:20,127755,2299.716,101.9376,0.4709,15855.982989012
12783,2018-05-12 07:29:30,127765,2299.4533,101.9409,-0.2627,15854.171736348102
12784,2018-05-12 07:29:40,127775,2299.9342,101.9433,0.481,15857.487424989402
12785,2018-05-12 07:29:50,127785,2300.1941,101.9433,0.2598,15859.279372333702
12786,2018-05-12 07:30:00,127795,2300.9506,101.9417,0.7566,15864.495256004202
12787,2018-05-12 07:30:10,127805,2300.8952,101.94,-0.0554,15864.1132864664
12788,2018-05-12 07:30:20,127815,2301.5543,101.9384,0.6591,15868.6576208051
12789,2018-05-12 07:30:30,127825,2301.4498,101.9328,-0.1046,15867.937118698599
12790,2018-05-12 07:30:40,127835,2301.5759,101.928,0.1261,15868.8065475563
12791,2018-05-12 07:30:50,127845,2300.9454,101.9247,-0.6304,15864.459403267801
12792,2018-05-12 07:31:00,127855,2300.9024,101.9183,-0.043,15864.1629287168
12793,2018-05-12 07:31:10,127865,2301.0672,101.9111,0.1648,15865.2991846704
12794,2018-05-12 07:31:20,127875,2301.659,101.9167,0.5917,15869.379501863
12795,2018-05-12 07:31:30,127885,2301.9895,101.9103,0.3305,15871.658219051502
12796,2018-05-12 07:31:40,127895,2301.9565,101.9062,-0.033,15871.430692070498
12797,2018-05-12 07:31:50,127905,2302.0119,101.9078,0.0554,15871.812661608301
12798,2018-05-12 07:32:00,127915,2301.6446,101.9054,-0.3673,15869.2802173622
12799,2018-05-12 07:32:10,127925,2300.7062,101.9062,-0.9385,15862.810177393401
12800,2018-05-12 07:32:20,127935,2300.0504,101.9086,-0.6557,15858.288595752801
