month_on_production,TEC-2,TEC-6,TEC-7,TEC-9,TEC-10,avg_4_pemex_wells,ifr_workbook_average,ifr_workbook_fit,ifr_tec12_curve
23,143.67098890215632,56.45331125936087,48.71114285807711,41.00123349179867,,72.45916912784824,72.45916912784824,64.11704436719593,78.59953441892317
24,123.87469442054044,58.001744939617645,49.66816089656913,51.61445600855853,,70.78976406632144,70.78976406632144,62.77837387296221,76.77239157804112
25,127.10059792107535,52.2596367086655,32.581625355402565,45.1626490074887,,64.27612724815802,64.27612724815802,61.515131074998344,75.05557478416301
26,91.07416847045873,58.335088301339574,16.00048136265314,55.174073664321185,,55.14595294969316,55.14595294969316,60.32057760641638,73.43862509996241
27,91.61565941519136,60.646985810056265,45.3346971941839,62.25993756032372,,64.96431999493882,64.96431999493882,59.18878437598952,71.91240966933763
28,89.66936430320197,57.74367265957485,16.12951750267454,67.00201570611003,,57.63614254289035,57.63614254289035,58.11451110283641,70.46891405686124
29,93.22861116545883,50.00150425829107,6.66686723443881,47.420781457863136,,49.32944102901296,49.32944102901296,57.09310702817414,69.10107288803145
30,91.33608111181168,54.51776915903994,98.71264711636817,40.33454676835479,,71.22526103889365,71.22526103889365,56.12042854582873,67.80263072784012
31,86.13162346428204,60.335148471671225,165.00496405236052,23.549095553904827,,83.75520788555464,83.75520788555464,55.19277045073691,66.56802702950726
32,84.19608136396108,60.646985810056265,164.84366887733378,56.775901609414376,,91.61565941519137,91.61565941519137,54.30680822544035,65.3923003909384
33,62.668552003724805,39.033432356472375,16.66716808609702,46.33472727934973,,41.17596993141098,41.17596993141098,53.45954933212165,64.27100841015395
34,40.32379375668635,32.50097776788919,0.9677710501604722,36.45270955604446,,27.561313032695118,27.561313032695118,52.64829189728615,63.20016022824965
35,38.66782995974509,39.67861305657936,72.5828287620354,36.66776978941345,,46.89926039194333,46.89926039194333,51.87058950028337,62.17615945710051
36,38.3882516563654,40.33454676835479,17.74246925294199,44.19487795732824,,35.1650364087476,35.1650364087476,51.1242210291192,61.19575565752188
37,36.45270955604446,53.87258845893295,38.334486598023155,78.06686471294475,,51.68166233148633,51.68166233148633,50.40716476476958,60.25600289703923
38,10.666987575102093,38.66782995974509,24.516866604065296,72.85933477636698,,36.67775472881986,36.67775472881986,49.717576011293126,59.35422420042759
